t,z(t),v(t),a(t) (added)
37.66067,1.558244,0.09118769,-155.8244
37.68067,1.559445,0.0600228,-155.9445
37.70067,1.560022,0.02883391,-156.0022
37.72067,1.559974,-0.002366523,-155.9974
37.74067,1.559303,-0.03356601,-155.9303
37.76067,1.558008,-0.06475206,-155.8008
37.78067,1.55609,-0.09591223,-155.609
37.80067,1.553549,-0.127034,-155.3549
37.82067,1.550387,-0.158105,-155.0387
37.84068,1.546605,-0.1891127,-154.6605
37.86068,1.542204,-0.2200448,-154.2204
37.88068,1.537186,-0.2508889,-153.7186
37.90068,1.531553,-0.2816326,-153.1553
37.92068,1.525308,-0.3122637,-152.5308
37.94068,1.518453,-0.3427698,-151.8453
37.96068,1.51099,-0.3731389,-151.099
37.98068,1.502923,-0.4033587,-150.2923
38.00068,1.494255,-0.4334171,-149.4255
38.02068,1.484989,-0.4633022,-148.4989
38.04068,1.475129,-0.493002,-147.5128
38.06068,1.464678,-0.5225045,-146.4678
38.08068,1.453642,-0.551798,-145.3642
38.10068,1.442025,-0.5808709,-144.2025
38.12068,1.429831,-0.6097113,-142.9831
38.14068,1.417065,-0.638308,-141.7065
38.16068,1.403732,-0.6666493,-140.3732
38.18068,1.389837,-0.6947239,-138.9837
38.20068,1.375387,-0.7225206,-137.5387
38.22068,1.360386,-0.7500284,-136.0386
38.24068,1.344841,-0.7772361,-134.4841
38.26068,1.328759,-0.8041329,-132.8759
38.28069,1.312145,-0.8307081,-131.2145
38.30069,1.295006,-0.856951,-129.5005
38.32069,1.277349,-0.8828511,-127.7348
38.34069,1.259181,-0.9083981,-125.9181
38.36069,1.240509,-0.9335817,-124.0509
38.38069,1.221341,-0.9583919,-122.1341
38.40069,1.201685,-0.9828187,-120.1685
38.42069,1.181548,-1.006852,-118.1548
38.44069,1.160938,-1.030483,-116.0938
38.46069,1.139864,-1.053702,-113.9864
38.48069,1.118334,-1.076499,-111.8334
38.50069,1.096357,-1.098866,-109.6357
38.52069,1.073941,-1.120793,-107.3941
38.54069,1.051095,-1.142272,-105.1095
38.56069,1.02783,-1.163294,-102.783
38.58069,1.004153,-1.18385,-100.4153
38.60069,0.9800739,-1.203933,-98.00739
38.62069,0.9556032,-1.223535,-95.56032
38.64069,0.9307503,-1.242647,-93.07503
38.66069,0.905525,-1.261262,-90.55251
38.68069,0.8799376,-1.279373,-87.99376
38.7007,0.8539982,-1.296971,-85.39982
38.7207,0.8277172,-1.314051,-82.77172
38.7407,0.8011051,-1.330606,-80.11051
38.7607,0.7741725,-1.346628,-77.41725
38.7807,0.7469303,-1.362111,-74.69303
38.8007,0.7193893,-1.37705,-71.93893
38.8207,0.6915606,-1.391438,-69.15606
38.8407,0.6634552,-1.405269,-66.34552
38.8607,0.6350845,-1.418538,-63.50845
38.8807,0.6064597,-1.431239,-60.64597
38.9007,0.5775923,-1.443369,-57.75923
38.9207,0.5484939,-1.454921,-54.84939
38.9407,0.5191761,-1.46589,-51.91761
38.9607,0.4896506,-1.476274,-48.96507
38.9807,0.4599293,-1.486067,-45.99293
39.0007,0.430024,-1.495265,-43.0024
39.0207,0.3999467,-1.503866,-39.99467
39.0407,0.3697094,-1.511865,-36.97094
39.0607,0.3393242,-1.519259,-33.93242
39.0807,0.3088033,-1.526046,-30.88033
39.1007,0.2781588,-1.532222,-27.81588
39.1207,0.2474031,-1.537785,-24.74031
39.14071,0.2165485,-1.542733,-21.65485
39.16071,0.1856072,-1.547064,-18.56072
39.18071,0.1545917,-1.550776,-15.45917
39.20071,0.1235143,-1.553868,-12.35143
39.22071,0.09238755,-1.556338,-9.238755
39.24071,0.06122383,-1.558186,-6.122384
39.26071,0.03003563,-1.55941,-3.003563
39.28071,-0.001164593,-1.560011,0.1164593
39.30071,-0.03236435,-1.559988,3.236435
39.32071,-0.06355116,-1.55934,6.355116
39.34071,-0.09471255,-1.558069,9.471254
39.36071,-0.125836,-1.556175,12.5836
39.38071,-0.1569092,-1.553658,15.69092
39.40071,-0.1879196,-1.55052,18.79196
39.42071,-0.2188549,-1.546762,21.88549
39.44071,-0.2497026,-1.542385,24.97025
39.46071,-0.2804504,-1.537391,28.04504
39.48071,-0.311086,-1.531782,31.1086
39.50071,-0.3415972,-1.52556,34.15972
39.52071,-0.3719718,-1.518728,37.19717
39.54071,-0.4021975,-1.511289,40.21975
39.56071,-0.4322624,-1.503245,43.22624
39.58072,-0.4621544,-1.494599,46.21544
39.60072,-0.4918616,-1.485356,49.18615
39.62072,-0.521372,-1.475519,52.1372
39.64072,-0.5506738,-1.465091,55.06738
39.66072,-0.5797554,-1.454078,57.97554
39.68072,-0.608605,-1.442483,60.8605
39.70072,-0.6372113,-1.430311,63.72113
39.72072,-0.6655626,-1.417567,66.55626
39.74072,-0.6936477,-1.404255,69.36477
39.76072,-0.7214553,-1.390382,72.14553
39.78072,-0.7489744,-1.375953,74.89744
39.80072,-0.7761939,-1.360974,77.61938
39.82072,-0.8031029,-1.34545,80.31029
39.84072,-0.8296906,-1.329388,82.96906
39.86072,-0.8559465,-1.312794,85.59465
39.88072,-0.88186,-1.295675,88.186
39.90072,-0.9074207,-1.278038,90.74207
39.92072,-0.9326185,-1.259889,93.26185
39.94072,-0.9574432,-1.241237,95.74432
39.96072,-0.981885,-1.222088,98.1885
39.98072,-1.005934,-1.202451,100.5934
40.00072,-1.029581,-1.182332,102.9581
40.02073,-1.052815,-1.16174,105.2815
40.04073,-1.075629,-1.140684,107.5629
40.06073,-1.098013,-1.119171,109.8013
40.08073,-1.119957,-1.097211,111.9957
40.10073,-1.141453,-1.074812,114.1453
40.12073,-1.162493,-1.051983,116.2493
40.14073,-1.183067,-1.028733,118.3067
40.16073,-1.203169,-1.005072,120.3169
40.18073,-1.222789,-0.9810082,122.2789
40.20073,-1.24192,-0.9565524,124.192
40.22073,-1.260554,-0.931714,126.0554
40.24073,-1.278684,-0.9065029,127.8684
40.26073,-1.296303,-0.8809292,129.6303
40.28073,-1.313403,-0.8550032,131.3403
40.30073,-1.329978,-0.8287351,132.9978
40.32073,-1.34602,-0.8021356,134.6021
40.34073,-1.361525,-0.7752151,136.1525
40.36073,-1.376485,-0.7479846,137.6485
40.38073,-1.390894,-0.7204549,139.0894
40.40073,-1.404746,-0.6926371,140.4746
40.42073,-1.418037,-0.6645421,141.8037
40.44073,-1.430761,-0.6361814,143.0761
40.46074,-1.442912,-0.6075662,144.2912
40.48074,-1.454486,-0.5787079,145.4486
40.50074,-1.465479,-0.5496182,146.5479
40.52074,-1.475885,-0.5203086,147.5885
40.54074,-1.485701,-0.4907909,148.5701
40.56074,-1.494922,-0.4610769,149.4922
40.58074,-1.503546,-0.4311785,150.3546
40.60074,-1.511568,-0.4011075,151.1568
40.62074,-1.518986,-0.3708762,151.8986
40.64074,-1.525796,-0.3404965,152.5796
40.66074,-1.531995,-0.3099806,153.1995
40.68074,-1.537582,-0.2793407,153.7582
40.70074,-1.542554,-0.248589,154.2554
40.72074,-1.546908,-0.2177379,154.6909
40.74074,-1.550645,-0.1867998,155.0645
40.76074,-1.55376,-0.1557869,155.376
40.78074,-1.556255,-0.1247117,155.6255
40.80074,-1.558126,-0.09358659,155.8126
40.82074,-1.559375,-0.06242407,155.9375
40.84074,-1.559999,-0.03123658,155.9999
40.86074,-1.56,-3.66E-05,156
40.88074,-1.559377,0.03116341,155.9377
40.90075,-1.55813,0.06235095,155.813
40.92075,-1.55626,0.09351355,155.626
40.94075,-1.553767,0.1246387,155.3767
40.96075,-1.550653,0.1557141,155.0653
40.98075,-1.546918,0.1867271,154.6918
41.00075,-1.542565,0.2176655,154.2565
41.02075,-1.537594,0.2485168,153.7594
41.04075,-1.532009,0.2792687,153.2009
41.06075,-1.525811,0.3099088,152.5811
41.08075,-1.519002,0.340425,151.9002
41.10075,-1.511586,0.3708051,151.1586
41.12075,-1.503565,0.4010368,150.3565
41.14075,-1.494943,0.4311081,149.4943
41.16075,-1.485723,0.461007,148.5723
41.18075,-1.475909,0.4907214,147.5909
41.20075,-1.465504,0.5202396,146.5504
41.22075,-1.454513,0.5495497,145.4513
41.24075,-1.44294,0.57864,144.294
41.26075,-1.43079,0.6074988,143.079
41.28075,-1.418068,0.6361146,141.8068
41.30075,-1.404778,0.664476,140.4778
41.32076,-1.390927,0.6925715,139.0927
41.34076,-1.376519,0.7203901,137.6519
41.36076,-1.361561,0.7479205,136.1561
41.38076,-1.346058,0.7751517,134.6058
41.40076,-1.330016,0.8020728,133.0016
41.42076,-1.313443,0.8286731,131.3443
41.44076,-1.296344,0.854942,129.6344
41.46076,-1.278727,0.8808689,127.8727
41.48076,-1.260598,0.9064434,126.0598
41.50076,-1.241965,0.9316553,124.1965
41.52076,-1.222835,0.9564946,122.2835
41.54076,-1.203216,0.9809512,120.3216
41.56076,-1.183116,1.005016,118.3116
41.58076,-1.162542,1.028678,116.2542
41.60076,-1.141503,1.051929,114.1503
41.62076,-1.120008,1.074759,112.0008
41.64076,-1.098065,1.097159,109.8065
41.66076,-1.075683,1.11912,107.5683
41.68076,-1.05287,1.140634,105.287
41.70076,-1.029636,1.161691,102.9636
41.72076,-1.005991,1.182284,100.5991
41.74076,-0.9819424,1.202404,98.19424
41.76077,-0.9575016,1.222043,95.75016
41.78077,-0.9326777,1.241193,93.26778
41.80077,-0.9074808,1.259846,90.74809
41.82077,-0.8819209,1.277996,88.19209
41.84077,-0.8560082,1.295634,85.60082
41.86077,-0.8297532,1.312754,82.97532
41.88077,-0.8031662,1.329349,80.31661
41.90077,-0.7762579,1.345413,77.62579
41.92077,-0.7490391,1.360938,74.90391
41.94077,-0.7215207,1.375919,72.15207
41.96077,-0.6937137,1.390349,69.37138
41.98077,-0.6656293,1.404223,66.56293
42.00077,-0.6372786,1.417536,63.72786
42.02077,-0.6086729,1.430282,60.86729
42.04077,-0.5798238,1.442455,57.98238
42.06077,-0.5507427,1.454051,55.07428
42.08077,-0.5214414,1.465066,52.14414
42.10077,-0.4919315,1.475495,49.19315
42.12077,-0.4622248,1.485334,46.22248
42.14077,-0.4323333,1.494578,43.23333
42.16077,-0.4022688,1.503225,40.22688
42.18077,-0.3720434,1.51127,37.20434
42.20078,-0.3416692,1.518711,34.16692
42.22078,-0.3111583,1.525544,31.11583
42.24078,-0.2805229,1.531768,28.05229
42.26078,-0.2497754,1.537378,24.97754
42.28078,-0.2189279,1.542374,21.89279
42.30078,-0.1879929,1.546752,18.79929
42.32078,-0.1569826,1.550512,15.69826
42.34078,-0.1259096,1.553652,12.59096
42.36078,-0.0947862,1.55617,9.478621
42.38078,-0.0636249,1.558065,6.36249
42.40078,-0.03243814,1.559338,3.243814
42.42078,-0.001238409,1.559987,0.1238409
42.44078,0.02996182,1.560011,-2.996182
42.46078,0.06115006,1.559412,-6.115006
42.48078,0.09231384,1.558189,-9.231384
42.50078,0.1234407,1.556343,-12.34407
42.52078,0.1545182,1.553874,-15.45182
42.54078,0.1855339,1.550784,-18.55338
42.56078,0.2164753,1.547073,-21.64753
42.58078,0.2473302,1.542743,-24.73302
42.60078,0.2780861,1.537797,-27.80861
42.62078,0.3087308,1.532235,-30.87309
42.64079,0.3392521,1.526061,-33.92521
42.66079,0.3696376,1.519276,-36.96376
42.68079,0.3998752,1.511883,-39.98752
42.70079,0.4299529,1.503885,-42.99529
42.72079,0.4598587,1.495286,-45.98587
42.74079,0.4895805,1.486089,-48.95805
42.76079,0.5191064,1.476297,-51.91064
42.78079,0.5484247,1.465915,-54.84247
42.80079,0.5775236,1.454947,-57.75237
42.82079,0.6063915,1.443396,-60.63916
42.84079,0.6350169,1.431269,-63.50169
42.86079,0.6633883,1.418568,-66.33882
42.88079,0.6914943,1.4053,-69.14943
42.90079,0.7193237,1.391471,-71.93237
42.92079,0.7468654,1.377084,-74.68654
42.94079,0.7741084,1.362147,-77.41084
42.96079,0.8010417,1.346665,-80.10416
42.98079,0.8276545,1.330644,-82.76546
43.00079,0.8539364,1.314091,-85.39364
43.02079,0.8798766,1.297012,-87.98766
43.04079,0.9054649,1.279415,-90.54649
43.06079,0.930691,1.261305,-93.0691
43.0808,0.9555448,1.242692,-95.55448
43.1008,0.9800165,1.223581,-98.00165
43.1208,1.004096,1.20398,-100.4096
43.1408,1.027774,1.183898,-102.7774
43.1608,1.051041,1.163343,-105.1041
43.1808,1.073887,1.142322,-107.3887
43.2008,1.096304,1.120844,-109.6304
43.2208,1.118283,1.098918,-111.8283
43.2408,1.139814,1.076553,-113.9814
43.2608,1.160889,1.053756,-116.0889
43.2808,1.1815,1.030539,-118.15
43.3008,1.201638,1.006909,-120.1638
43.3208,1.221295,0.9828759,-122.1295
43.3408,1.240464,0.95845,-124.0464
43.3608,1.259137,0.9336407,-125.9137
43.3808,1.277306,0.9084579,-127.7306
43.4008,1.294964,0.8829118,-129.4964
43.4208,1.312105,0.8570125,-131.2105
43.4408,1.32872,0.8307704,-132.872
43.4608,1.344804,0.8041961,-134.4804
43.4808,1.36035,0.7773,-136.035
43.5008,1.375352,0.750093,-137.5352
43.52081,1.389804,0.722586,-138.9804
43.54081,1.403699,0.6947899,-140.3699
43.56081,1.417034,0.6667159,-141.7034
43.58081,1.429801,0.6383752,-142.9801
43.60081,1.441997,0.6097792,-144.1997
43.62081,1.453616,0.5809392,-145.3616
43.64081,1.464653,0.5518669,-146.4653
43.66081,1.475104,0.5225739,-147.5104
43.68081,1.484966,0.4930718,-148.4966
43.70081,1.494233,0.4633725,-149.4233
43.72081,1.502903,0.4334878,-150.2903
43.74081,1.510972,0.4034297,-151.0972
43.76081,1.518436,0.3732103,-151.8436
43.78081,1.525293,0.3428416,-152.5293
43.80081,1.531539,0.3123358,-153.1539
43.82081,1.537173,0.281705,-153.7173
43.84081,1.542192,0.2509615,-154.2192
43.86081,1.546595,0.2201177,-154.6595
43.88081,1.550379,0.1891858,-155.0379
43.90081,1.553542,0.1581782,-155.3542
43.92081,1.556084,0.1271074,-155.6084
43.94081,1.558004,0.0959857,-155.8004
43.96082,1.559301,0.06482562,-155.9301
43.98082,1.559973,0.0336396,-155.9973
44.00082,1.560022,0.002440135,-156.0022
44.02082,1.559447,-0.02876031,-155.9447
44.04082,1.558248,-0.05994925,-155.8248
44.06082,1.556426,-0.0911142,-155.6426
44.08082,1.553981,-0.1222427,-155.3981
44.10082,1.550914,-0.1533223,-155.0914
44.12082,1.547228,-0.1843406,-154.7228
44.14082,1.542922,-0.2152852,-154.2922
44.16082,1.537999,-0.2461436,-153.7999
44.18082,1.532461,-0.2769036,-153.2461
44.20082,1.52631,-0.3075528,-152.631
44.22082,1.519548,-0.338079,-151.9548
44.24082,1.512179,-0.36847,-151.2179
44.26082,1.504205,-0.3987136,-150.4205
44.28082,1.495629,-0.4287977,-149.5629
44.30082,1.486454,-0.4587102,-148.6454
44.32082,1.476686,-0.4884393,-147.6686
44.34082,1.466326,-0.517973,-146.6326
44.36082,1.45538,-0.5472995,-145.538
44.38083,1.443852,-0.5764071,-144.3852
44.40083,1.431746,-0.6052842,-143.1746
44.42083,1.419068,-0.6339191,-141.9068
44.44083,1.405822,-0.6623004,-140.5822
44.46083,1.392014,-0.6904169,-139.2014
44.48083,1.377648,-0.7182571,-137.7648
44.50083,1.362732,-0.7458101,-136.2732
44.52083,1.347271,-0.7730647,-134.7271
44.54083,1.331271,-0.8000101,-133.1271
44.56083,1.314738,-0.8266355,-131.4738
44.58083,1.297679,-0.8529303,-129.7679
44.60083,1.280102,-0.8788839,-128.0102
44.62083,1.262012,-0.9044859,-126.2012
44.64083,1.243418,-0.9297262,-124.3418
44.66083,1.224326,-0.9545946,-122.4326
44.68083,1.204744,-0.979081,-120.4744
44.70083,1.18468,-1.003176,-118.468
44.72083,1.164143,-1.02687,-116.4143
44.74083,1.14314,-1.050152,-114.314
44.76083,1.12168,-1.073015,-112.168
44.78083,1.099771,-1.095449,-109.9771
44.80083,1.077422,-1.117444,-107.7422
44.82084,1.054642,-1.138993,-105.4642
44.84084,1.03144,-1.160086,-103.144
44.86084,1.007826,-1.180714,-100.7826
44.88084,0.9838087,-1.200871,-98.38087
44.90084,0.9593977,-1.220547,-95.93977
44.92084,0.934603,-1.239735,-93.4603
44.94084,0.9094345,-1.258427,-90.94345
44.96084,0.8839022,-1.276616,-88.39022
44.98084,0.8580163,-1.294294,-85.80163
45.00084,0.8317872,-1.311454,-83.17873
45.02084,0.8052254,-1.32809,-80.52254
45.04084,0.7783415,-1.344194,-77.83415
45.06084,0.7511463,-1.359761,-75.11463
45.08084,0.7236506,-1.374784,-72.36507
45.10084,0.6958655,-1.389257,-69.58655
45.12084,0.667802,-1.403174,-66.7802
45.14084,0.6394714,-1.41653,-63.94714
45.16084,0.610885,-1.42932,-61.0885
45.18084,0.5820543,-1.441538,-58.20543
45.20084,0.5529907,-1.453179,-55.29907
45.22084,0.5237059,-1.464238,-52.37059
45.24084,0.4942116,-1.474712,-49.42117
45.26085,0.4645197,-1.484597,-46.45197
45.28085,0.434642,-1.493887,-43.4642
45.30085,0.4045904,-1.50258,-40.45904
45.32085,0.3743769,-1.510672,-37.43769
45.34085,0.3440138,-1.518159,-34.40137
45.36085,0.313513,-1.52504,-31.3513
45.38085,0.2828867,-1.53131,-28.28867
45.40085,0.2521474,-1.536968,-25.21474
45.42085,0.2213072,-1.542011,-22.13072
45.44085,0.1903784,-1.546437,-19.03784
45.46085,0.1593736,-1.550244,-15.93736
45.48085,0.1283049,-1.553432,-12.83049
45.50085,0.09718496,-1.555998,-9.718495
45.52085,0.06602613,-1.557941,-6.602613
45.54085,0.03484089,-1.559262,-3.484089
45.56085,0.003641715,-1.559959,-0.3641715
45.58085,-0.02755892,-1.560032,2.755892
45.60085,-0.05874852,-1.55948,5.874852
45.62085,-0.08991463,-1.558305,8.991463
45.64085,-0.1210448,-1.556507,12.10448
45.66085,-0.1521265,-1.554086,15.21265
45.68085,-0.1831474,-1.551044,18.31474
45.70086,-0.214095,-1.547381,21.4095
45.72086,-0.244957,-1.543099,24.4957
45.74086,-0.275721,-1.5382,27.5721
45.76086,-0.3063747,-1.532685,30.63747
45.78086,-0.3369058,-1.526558,33.69058
45.80086,-0.3673022,-1.51982,36.73022
45.82086,-0.3975517,-1.512474,39.75517
45.84086,-0.4276422,-1.504523,42.76422
45.86086,-0.4575616,-1.49597,45.75616
45.88086,-0.4872979,-1.486819,48.72979
45.90086,-0.5168394,-1.477073,51.68394
45.92086,-0.5461741,-1.466736,54.61741
45.94086,-0.5752904,-1.455812,57.52904
45.96086,-0.6041765,-1.444307,60.41765
45.98086,-0.632821,-1.432223,63.2821
46.00086,-0.6612123,-1.419567,66.12123
46.02086,-0.6893392,-1.406342,68.93391
46.04086,-0.7171903,-1.392556,71.71902
46.06086,-0.7447545,-1.378212,74.47545
46.08086,-0.7720208,-1.363317,77.20208
46.10086,-0.7989783,-1.347876,79.89783
46.12086,-0.8256162,-1.331897,82.56162
46.14087,-0.8519239,-1.315384,85.1924
46.16087,-0.8778909,-1.298346,87.78909
46.18087,-0.9035066,-1.280788,90.35066
46.20087,-0.928761,-1.262718,92.8761
46.22087,-0.9536439,-1.244143,95.36439
46.24087,-0.9781452,-1.22507,97.81452
46.26087,-1.002255,-1.205507,100.2255
46.28087,-1.025965,-1.185462,102.5965
46.30087,-1.049263,-1.164943,104.9263
46.32087,-1.072143,-1.143957,107.2143
46.34087,-1.094593,-1.122514,109.4593
46.36087,-1.116605,-1.100623,111.6605
46.38087,-1.138171,-1.07829,113.8171
46.40087,-1.159282,-1.055527,115.9282
46.42087,-1.179929,-1.032341,117.9929
46.44087,-1.200103,-1.008743,120.0103
46.46087,-1.219798,-0.9847409,121.9798
46.48087,-1.239005,-0.9603449,123.9005
46.50087,-1.257716,-0.9355648,125.7716
46.52087,-1.275925,-0.9104105,127.5925
46.54087,-1.293622,-0.884892,129.3622
46.56087,-1.310803,-0.8590195,131.0803
46.58088,-1.327459,-0.8328035,132.7459
46.60088,-1.343584,-0.8062543,134.3584
46.62088,-1.359172,-0.7793826,135.9172
46.64088,-1.374216,-0.7521992,137.4216
46.66088,-1.38871,-0.7247149,138.871
46.68088,-1.402649,-0.6969407,140.2649
46.70088,-1.416027,-0.6688877,141.6027
46.72088,-1.428838,-0.6405672,142.8838
46.74088,-1.441078,-0.6119905,144.1078
46.76088,-1.452741,-0.5831689,145.2741
46.78088,-1.463823,-0.5541141,146.3823
46.80088,-1.47432,-0.5248376,147.432
46.82088,-1.484227,-0.4953512,148.4227
46.84088,-1.493541,-0.4656667,149.354
46.86088,-1.502256,-0.4357958,150.2256
46.88088,-1.510371,-0.4057507,151.0371
46.90088,-1.517882,-0.3755433,151.7882
46.92088,-1.524786,-0.3451856,152.4786
46.94088,-1.53108,-0.3146899,153.108
46.96088,-1.536761,-0.2840683,153.6761
46.98088,-1.541828,-0.2533331,154.1828
